"","Date","Afghanistan_cases","Albania_cases","Algeria_cases","Andorra_cases","Angola_cases","AntiguaandBarbuda_cases","Argentina_cases","Armenia_cases","Australia_cases","Austria_cases","Azerbaijan_cases","Bahamas_cases","Bahrain_cases","Bangladesh_cases","Barbados_cases","Belarus_cases","Belgium_cases","Belize_cases","Benin_cases","Bhutan_cases","Bolivia_cases","BosniaandHerzegovina_cases","Botswana_cases","Brazil_cases","Brunei_cases","Bulgaria_cases","BurkinaFaso_cases","Burma_cases","Burundi_cases","Cambodia_cases","Cameroon_cases","Canada_cases","CapeVerde_cases","CentralAfricanRepublic_cases","Chad_cases","Chile_cases","China_cases","Colombia_cases","Comoros_cases","Congo_cases","CostaRica_cases","CotedIvoire_cases","Croatia_cases","Cuba_cases","Cyprus_cases","Czechia_cases","DemocraticRepublicoftheCongo_cases","Denmark_cases","DiamondPrincess_cases","Djibouti_cases","Dominica_cases","DominicanRepublic_cases","Ecuador_cases","Egypt_cases","ElSalvador_cases","EquatorialGuinea_cases","Eritrea_cases","Estonia_cases","Eswatini_cases","Ethiopia_cases","Fiji_cases","Finland_cases","France_cases","Gabon_cases","Gambia_cases","Georgia_cases","Germany_cases","Ghana_cases","Greece_cases","Grenada_cases","Guatemala_cases","Guinea_cases","GuineaBissau_cases","Guyana_cases","Haiti_cases","HolySee_cases","Honduras_cases","HongKong_cases","Hungary_cases","Iceland_cases","India_cases","Indonesia_cases","Iran_cases","Iraq_cases","Ireland_cases","Israel_cases","Italy_cases","Jamaica_cases","Japan_cases","Jordan_cases","Kazakhstan_cases","Kenya_cases","Kiribati_cases","Kosovo_cases","Kuwait_cases","Kyrgyzstan_cases","Laos_cases","Latvia_cases","Lebanon_cases","Lesotho_cases","Liberia_cases","Libya_cases","Liechtenstein_cases","Lithuania_cases","Luxembourg_cases","Macao_cases","Madagascar_cases","Malawi_cases","Malaysia_cases","Maldives_cases","Mali_cases","Malta_cases","MarshallIslands_cases","Mauritania_cases","Mauritius_cases","Mexico_cases","Micronesia_cases","Moldova_cases","Monaco_cases","Mongolia_cases","Montenegro_cases","Morocco_cases","Mozambique_cases","MSZaandam_cases","Namibia_cases","Nepal_cases","Netherlands_cases","NewZealand_cases","Nicaragua_cases","Niger_cases","Nigeria_cases","NorthMacedonia_cases","Norway_cases","Oman_cases","Pakistan_cases","Palau_cases","Panama_cases","PapuaNewGuinea_cases","Paraguay_cases","Peru_cases","Philippines_cases","Poland_cases","Portugal_cases","Qatar_cases","RepublicofKorea_cases","Romania_cases","Russia_cases","Rwanda_cases","SaintKittsandNevis_cases","SaintLucia_cases","SaintVincentandtheGrenadines_cases","Samoa_cases","SanMarino_cases","SaoTomeandPrincipe_cases","SaudiArabia_cases","Senegal_cases","Serbia_cases","Seychelles_cases","SierraLeone_cases","Singapore_cases","Slovakia_cases","Slovenia_cases","SolomonIslands_cases","Somalia_cases","SouthAfrica_cases","SouthSudan_cases","Spain_cases","SriLanka_cases","Sudan_cases","SummerOlympics2020_cases","Suriname_cases","Sweden_cases","Switzerland_cases","Syria_cases","Taiwan_cases","Tajikistan_cases","Tanzania_cases","Thailand_cases","TimorLeste_cases","Togo_cases","TrinidadandTobago_cases","Tunisia_cases","Turkey_cases","Uganda_cases","Ukraine_cases","UnitedArabEmirates_cases","UnitedKingdom_cases","Uruguay_cases","US_cases","Uzbekistan_cases","Vanuatu_cases","Venezuela_cases","Vietnam_cases","WestBankandGaza_cases","Yemen_cases","Zambia_cases","Zimbabwe_cases","Afghanistan_deaths","Albania_deaths","Algeria_deaths","Andorra_deaths","Angola_deaths","AntiguaandBarbuda_deaths","Argentina_deaths","Armenia_deaths","Australia_deaths","Austria_deaths","Azerbaijan_deaths","Bahamas_deaths","Bahrain_deaths","Bangladesh_deaths","Barbados_deaths","Belarus_deaths","Belgium_deaths","Belize_deaths","Benin_deaths","Bhutan_deaths","Bolivia_deaths","BosniaandHerzegovina_deaths","Botswana_deaths","Brazil_deaths","Brunei_deaths","Bulgaria_deaths","BurkinaFaso_deaths","Burma_deaths","Burundi_deaths","Cambodia_deaths","Cameroon_deaths","Canada_deaths","CapeVerde_deaths","CentralAfricanRepublic_deaths","Chad_deaths","Chile_deaths","China_deaths","Colombia_deaths","Comoros_deaths","Congo_deaths","CostaRica_deaths","CotedIvoire_deaths","Croatia_deaths","Cuba_deaths","Cyprus_deaths","Czechia_deaths","DemocraticRepublicoftheCongo_deaths","Denmark_deaths","DiamondPrincess_deaths","Djibouti_deaths","Dominica_deaths","DominicanRepublic_deaths","Ecuador_deaths","Egypt_deaths","ElSalvador_deaths","EquatorialGuinea_deaths","Eritrea_deaths","Estonia_deaths","Eswatini_deaths","Ethiopia_deaths","Fiji_deaths","Finland_deaths","France_deaths","Gabon_deaths","Gambia_deaths","Georgia_deaths","Germany_deaths","Ghana_deaths","Greece_deaths","Grenada_deaths","Guatemala_deaths","Guinea_deaths","GuineaBissau_deaths","Guyana_deaths","Haiti_deaths","HolySee_deaths","Honduras_deaths","HongKong_deaths","Hungary_deaths","Iceland_deaths","India_deaths","Indonesia_deaths","Iran_deaths","Iraq_deaths","Ireland_deaths","Israel_deaths","Italy_deaths","Jamaica_deaths","Japan_deaths","Jordan_deaths","Kazakhstan_deaths","Kenya_deaths","Kiribati_deaths","Kosovo_deaths","Kuwait_deaths","Kyrgyzstan_deaths","Laos_deaths","Latvia_deaths","Lebanon_deaths","Lesotho_deaths","Liberia_deaths","Libya_deaths","Liechtenstein_deaths","Lithuania_deaths","Luxembourg_deaths","Macao_deaths","Madagascar_deaths","Malawi_deaths","Malaysia_deaths","Maldives_deaths","Mali_deaths","Malta_deaths","MarshallIslands_deaths","Mauritania_deaths","Mauritius_deaths","Mexico_deaths","Micronesia_deaths","Moldova_deaths","Monaco_deaths","Mongolia_deaths","Montenegro_deaths","Morocco_deaths","Mozambique_deaths","MSZaandam_deaths","Namibia_deaths","Nepal_deaths","Netherlands_deaths","NewZealand_deaths","Nicaragua_deaths","Niger_deaths","Nigeria_deaths","NorthMacedonia_deaths","Norway_deaths","Oman_deaths","Pakistan_deaths","Palau_deaths","Panama_deaths","PapuaNewGuinea_deaths","Paraguay_deaths","Peru_deaths","Philippines_deaths","Poland_deaths","Portugal_deaths","Qatar_deaths","RepublicofKorea_deaths","Romania_deaths","Russia_deaths","Rwanda_deaths","SaintKittsandNevis_deaths","SaintLucia_deaths","SaintVincentandtheGrenadines_deaths","Samoa_deaths","SanMarino_deaths","SaoTomeandPrincipe_deaths","SaudiArabia_deaths","Senegal_deaths","Serbia_deaths","Seychelles_deaths","SierraLeone_deaths","Singapore_deaths","Slovakia_deaths","Slovenia_deaths","SolomonIslands_deaths","Somalia_deaths","SouthAfrica_deaths","SouthSudan_deaths","Spain_deaths","SriLanka_deaths","Sudan_deaths","SummerOlympics2020_deaths","Suriname_deaths","Sweden_deaths","Switzerland_deaths","Syria_deaths","Taiwan_deaths","Tajikistan_deaths","Tanzania_deaths","Thailand_deaths","TimorLeste_deaths","Togo_deaths","TrinidadandTobago_deaths","Tunisia_deaths","Turkey_deaths","Uganda_deaths","Ukraine_deaths","UnitedArabEmirates_deaths","UnitedKingdom_deaths","Uruguay_deaths","US_deaths","Uzbekistan_deaths","Vanuatu_deaths","Venezuela_deaths","Vietnam_deaths","WestBankandGaza_deaths","Yemen_deaths","Zambia_deaths","Zimbabwe_deaths","update"
"1",2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2",2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3",2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4",2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"5",2020-01-26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"6",2020-01-27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"7",2020-01-28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"8",2020-01-29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"9",2020-01-30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"10",2020-01-31,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,4,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
